deeplink     ,uuid                                  ,marketing loc                                                                                                         ,docs loc                                                                                                                                                                                            ,xml src                                                                                                                                                                                              ,md src                                                                                                                
             ,94524563-f9a6-40cf-89f3-e80b1d0113c7,https://marketing.adobe.com/resources/help/en_US/snp/c_about_alerts.html                                              ,https://docs.adobe.com/content/help/en/search-promote/using/reports/c-about-alerts.html                                                                                                               ,target-search-and-promote-master/src-migrate/c_about_alerts.xml                                                                                                                                       ,help/c-about-reports-menu/c-about-alerts.md                                                                           
x            ,f12fc863-a140-45e8-b219-3dbfdef099cd,https://marketing.adobe.com/resources/help/en_US/snp/c_about_attribute_loader.html                                    ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-metadata-menu.html#concept_9EF38E98811B42CDA41996432B9AD209,c_about_attribute_loader.xml                                                                                                                                                                          ,help/c-about-settings-menu/c-about-metadata-menu.md                                                                   
             ,3dfdd14d-2044-4f01-a5bc-fcb2eb0d5068,https://marketing.adobe.com/resources/help/en_US/snp/c_about_auto-complete.html                                       ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-auto-complete.html                                                                                                         ,target-search-and-promote-master/src-migrate/c_about_auto-complete.xml                                                                                                                                ,help/c-about-auto-complete.md                                                                                         
             ,653b567d-5cf3-41a0-a260-a6912d0fd20d,https://marketing.adobe.com/resources/help/en_US/snp/c_about_banners.html                                             ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-banners.html                                                                                                               ,target-search-and-promote-master/src-migrate/c_about_banners.xml                                                                                                                                      ,help/c-about-design-menu/c-about-banners.md                                                                           
             ,3e630a72-a631-4f4f-8aa5-adf2882cdf1c,https://marketing.adobe.com/resources/help/en_US/snp/c_about_breadcrumbs.html                                         ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-breadcrumbs.html                                                                                                           ,target-search-and-promote-master/src-migrate/c_about_breadcrumbs.xml                                                                                                                                  ,help/c-about-design-menu/c-about-breadcrumbs.md                                                                       
             ,f2186f54-7a39-4f46-bb29-5115d5a17f07,https://marketing.adobe.com/resources/help/en_US/snp/c_about_business_rules.html                                      ,https://docs.adobe.com/content/help/en/search-promote/using/rules/c-about-business-rules.html                                                                                                         ,target-search-and-promote-master/src-migrate/c_about_business_rules.xml                                                                                                                               ,help/c-about-rules-menu/c-about-business-rules.md                                                                     
x            ,072111fc-a32b-4acb-8337-cb21bcdb5542,https://marketing.adobe.com/resources/help/en_US/snp/c_about_collections.html                                         ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-searching-menu.html#concept_62E42ACE53D54EEE9273433B86259127,c_about_collections.xml                                                                                                                                                                               ,help/c-about-settings-menu/c-about-searching-menu.md                                                                  
             ,0f980a22-d826-4476-97de-0e9c14549bc8,https://marketing.adobe.com/resources/help/en_US/snp/c_about_common_phrases.html                                      ,https://docs.adobe.com/content/help/en/search-promote/using/linguistics/c-about-common-phrases.html                                                                                                   ,target-search-and-promote-master/src-migrate/c_about_common_phrases.xml                                                                                                                               ,help/c-about-linguistics-menu/c-about-common-phrases.md                                                               
x            ,a58c03bf-90f7-4b5b-91ff-988b95c246b0,https://marketing.adobe.com/resources/help/en_US/snp/c_about_connections.html                                         ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-crawling-menu.html#concept_E2F3B7E7521147479E5948A94BB3A40B,c_about_connections.xml                                                                                                                                                                               ,help/c-about-settings-menu/c-about-crawling-menu.md                                                                   
x            ,a58c03bf-90f7-4b5b-91ff-988b95c246b0,https://marketing.adobe.com/resources/help/en_US/snp/c_about_content_types.html                                       ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-crawling-menu.html#concept_6FEA1355C0374500B4C53090C34A8A07,c_about_content_types.xml                                                                                                                                                                             ,help/c-about-settings-menu/c-about-crawling-menu.md                                                                   
x            ,ebb08fa8-4e17-417d-868b-11fc2af9f284,https://marketing.adobe.com/resources/help/en_US/snp/c_about_content_types_in_filtering.html                          ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-filtering-menu.html#concept_E3EFF4A148EA4D21AFD0A5453A00427E,c_about_content_types_in_filtering.xml                                                                                                                                                                ,help/c-about-settings-menu/c-about-filtering-menu.md                                                                  
x            ,77ee84dd-fdba-4d34-ae8e-2fe786599800,https://marketing.adobe.com/resources/help/en_US/snp/c_about_crawl_list_retrieve_url_rules.html                       ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-rewrite-rules-menu.html#concept_EC8E2E48B99A458D8567B526C9827CBA,c_about_crawl_list_retrieve_url_rules.xml                                                                                                                                                             ,help/c-about-settings-menu/c-about-rewrite-rules-menu.md                                                              
x            ,77ee84dd-fdba-4d34-ae8e-2fe786599800,https://marketing.adobe.com/resources/help/en_US/snp/c_about_crawl_list_store_url_rules.html                          ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-rewrite-rules-menu.html#concept_B71CF4C8030A4A74A22C3BFE4DE3B865,c_about_crawl_list_store_url_rules.xml                                                                                                                                                                ,help/c-about-settings-menu/c-about-rewrite-rules-menu.md                                                              
x            ,77ee84dd-fdba-4d34-ae8e-2fe786599800,https://marketing.adobe.com/resources/help/en_US/snp/c_about_crawl_title_rules.html                                   ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-rewrite-rules-menu.html#concept_BD3A576987DA4D93A998B0B9CDDC3C79,c_about_crawl_title_rules.xml                                                                                                                                                                         ,help/c-about-settings-menu/c-about-rewrite-rules-menu.md                                                              
             ,a58c03bf-90f7-4b5b-91ff-988b95c246b0,https://marketing.adobe.com/resources/help/en_US/snp/c_about_crawling_menu.html                                       ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-crawling-menu.html                                                                                                       ,target-search-and-promote-master/src-migrate/c_about_crawling_menu.xml                                                                                                                                ,help/c-about-settings-menu/c-about-crawling-menu.md                                                                   
             ,18930551-960d-40c2-b5b7-0807a2e11134,https://marketing.adobe.com/resources/help/en_US/snp/c_about_data_views.html                                          ,https://docs.adobe.com/content/help/en/search-promote/using/reports/c-about-data-views.html                                                                                                           ,target-search-and-promote-master/src-migrate/c_about_data_views.xml                                                                                                                                   ,help/c-about-reports-menu/c-about-data-views.md                                                                       
x            ,a58c03bf-90f7-4b5b-91ff-988b95c246b0,https://marketing.adobe.com/resources/help/en_US/snp/c_about_date_masks.html                                          ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-crawling-menu.html#concept_F4F1F58A646F4A86B8650EC46FDCEF66,c_about_date_masks.xml                                                                                                                                                                                ,help/c-about-settings-menu/c-about-crawling-menu.md                                                                   
x            ,f12fc863-a140-45e8-b219-3dbfdef099cd,https://marketing.adobe.com/resources/help/en_US/snp/c_about_definitions.html                                         ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-metadata-menu.html#concept_AE48035C210145169BE067D396975620,c_about_definitions.xml                                                                                                                                                                               ,help/c-about-settings-menu/c-about-metadata-menu.md                                                                   
             ,d4463896-30fe-4385-a283-c930c8264a02,https://marketing.adobe.com/resources/help/en_US/snp/c_about_dictionaries.html                                        ,https://docs.adobe.com/content/help/en/search-promote/using/linguistics/c-about-dictionaries.html                                                                                                     ,target-search-and-promote-master/src-migrate/c_about_dictionaries.xml                                                                                                                                 ,help/c-about-linguistics-menu/c-about-dictionaries.md                                                                 
             ,c5973541-3d6b-4fc9-bad4-66d4d3559fe8,https://marketing.adobe.com/resources/help/en_US/snp/c_about_did_you_mean.html                                        ,https://docs.adobe.com/content/help/en/search-promote/using/linguistics/c-about-did-you-mean.html                                                                                                     ,target-search-and-promote-master/src-migrate/c_about_did_you_mean.xml                                                                                                                                 ,help/c-about-linguistics-menu/c-about-did-you-mean.md                                                                 
             ,374d63c8-2b82-4165-b543-05b587757baa,https://marketing.adobe.com/resources/help/en_US/snp/c_about_direct_hits.html                                         ,https://docs.adobe.com/content/help/en/search-promote/using/rules/c-about-direct-hits.html                                                                                                            ,target-search-and-promote-master/src-migrate/c_about_direct_hits.xml                                                                                                                                  ,help/c-about-rules-menu/c-about-direct-hits.md                                                                        
             ,1ea91c22-dcc2-4173-aa50-ce618ad0a99c,https://marketing.adobe.com/resources/help/en_US/snp/c_about_dynamic_facets.html                                      ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-dynamic-facets.html                                                                                                        ,target-search-and-promote-master/src-migrate/c_about_dynamic_facets.xml                                                                                                                               ,help/c-about-design-menu/c-about-dynamic-facets.md                                                                    
             ,1c879462-1b19-44f6-a3b2-20aa786b3221,https://marketing.adobe.com/resources/help/en_US/snp/c_about_excluded_words.html                                      ,https://docs.adobe.com/content/help/en/search-promote/using/linguistics/c-about-excluded-words.html                                                                                                   ,target-search-and-promote-master/src-migrate/c_about_excluded_words.xml                                                                                                                               ,help/c-about-linguistics-menu/c-about-excluded-words.md                                                               
             ,6da2bd67-8c20-4955-9836-bc8ba88546c5,https://marketing.adobe.com/resources/help/en_US/snp/c_about_facet_rails.html                                         ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-facet-rails.html                                                                                                           ,target-search-and-promote-master/src-migrate/c_about_facet_rails.xml                                                                                                                                  ,help/c-about-design-menu/c-about-facet-rails.md                                                                       
             ,28bc4d4d-a84c-4a77-befb-b0fb3bbdb966,https://marketing.adobe.com/resources/help/en_US/snp/c_about_facets.html                                              ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-facets.html                                                                                                                ,target-search-and-promote-master/src-migrate/c_about_facets.xml                                                                                                                                       ,help/c-about-design-menu/c-about-facets.md                                                                            
x            ,072111fc-a32b-4acb-8337-cb21bcdb5542,https://marketing.adobe.com/resources/help/en_US/snp/c_about_feeds.html                                               ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-searching-menu.html#concept_FEBFEE51A3AB49F88CBA0D16E2AD6916,c_about_feeds.xml                                                                                                                                                                                     ,help/c-about-settings-menu/c-about-searching-menu.md                                                                  
             ,ebb08fa8-4e17-417d-868b-11fc2af9f284,https://marketing.adobe.com/resources/help/en_US/snp/c_about_filtering_menu.html                                      ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-filtering-menu.html                                                                                                      ,target-search-and-promote-master/src-migrate/c_about_filtering_menu.xml                                                                                                                               ,help/c-about-settings-menu/c-about-filtering-menu.md                                                                  
x            ,ebb08fa8-4e17-417d-868b-11fc2af9f284,https://marketing.adobe.com/resources/help/en_US/snp/c_about_filtering_script.html                                    ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-filtering-menu.html#concept_E56B73D625854AB2A899EF2D56CFCB47,c_about_filtering_script.xml                                                                                                                                                                          ,help/c-about-settings-menu/c-about-filtering-menu.md                                                                  
x            ,a58c03bf-90f7-4b5b-91ff-988b95c246b0,https://marketing.adobe.com/resources/help/en_US/snp/c_about_form_submission.html                                     ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-crawling-menu.html#concept_CADD5D7CF373497DAA6F8564D7BC8502,c_about_form_submission.xml                                                                                                                                                                           ,help/c-about-settings-menu/c-about-crawling-menu.md                                                                   
             ,dce1eafd-5aea-4945-8305-8f9e7dc392df,https://marketing.adobe.com/resources/help/en_US/snp/c_about_full_index.html                                          ,https://docs.adobe.com/content/help/en/search-promote/using/index/c-about-full-index.html                                                                                                             ,target-search-and-promote-master/src-migrate/c_about_full_index.xml                                                                                                                                   ,help/c-about-index-menu/c-about-full-index.md                                                                         
             ,5d4dbf5e-954d-46ae-a822-18a58af60de6,https://marketing.adobe.com/resources/help/en_US/snp/c_about_home.html                                                ,https://docs.adobe.com/content/help/en/search-promote/using/c-about-home.html                                                                                                                         ,target-search-and-promote-master/src-migrate/c_about_home.xml                                                                                                                                         ,help/c-about-home.md                                                                                                  
             ,b1ee9b08-dcbe-4ffe-b0b4-d379daaac9b5,https://marketing.adobe.com/resources/help/en_US/snp/c_about_incremental_index.html                                   ,https://docs.adobe.com/content/help/en/search-promote/using/index/c-about-incremental-index.html                                                                                                      ,target-search-and-promote-master/src-migrate/c_about_incremental_index.xml                                                                                                                            ,help/c-about-index-menu/c-about-incremental-index.md                                                                  
x            ,a58c03bf-90f7-4b5b-91ff-988b95c246b0,https://marketing.adobe.com/resources/help/en_US/snp/c_about_index_connector.html                                     ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-crawling-menu.html#concept_CA6921E2FBF641F9B4F60C92B32AFA84,c_about_index_connector.xml                                                                                                                                                                           ,help/c-about-settings-menu/c-about-crawling-menu.md                                                                   
x            ,ebb08fa8-4e17-417d-868b-11fc2af9f284,https://marketing.adobe.com/resources/help/en_US/snp/c_about_initialization_script.html                               ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-filtering-menu.html#concept_048B4C8BC9F74BE8BB6162C490C201A3,c_about_initialization_script.xml                                                                                                                                                                     ,help/c-about-settings-menu/c-about-filtering-menu.md                                                                  
x            ,f12fc863-a140-45e8-b219-3dbfdef099cd,https://marketing.adobe.com/resources/help/en_US/snp/c_about_injections.html                                          ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-metadata-menu.html#concept_DA091920671948A0A893A26B3A2FAAE5,c_about_injections.xml                                                                                                                                                                                ,help/c-about-settings-menu/c-about-metadata-menu.md                                                                   
             ,011050cd-21b6-4150-9503-18fa3f771626,https://marketing.adobe.com/resources/help/en_US/snp/c_about_menus.html                                               ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-menus.html                                                                                                                 ,target-search-and-promote-master/src-migrate/c_about_menus.xml                                                                                                                                        ,help/c-about-design-menu/c-about-menus.md                                                                             
             ,f12fc863-a140-45e8-b219-3dbfdef099cd,https://marketing.adobe.com/resources/help/en_US/snp/c_about_metadata_menu.html                                       ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-metadata-menu.html                                                                                                       ,target-search-and-promote-master/src-migrate/c_about_metadata_menu.xml                                                                                                                                ,help/c-about-settings-menu/c-about-metadata-menu.md                                                                   
             ,6a0a4e57-59fa-48fb-b712-eb16a9f47c3a,https://marketing.adobe.com/resources/help/en_US/snp/c_about_my_profile_menu.html                                     ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-my-profile-menu.html                                                                                                     ,target-search-and-promote-master/src-migrate/c_about_my_profile_menu.xml                                                                                                                              ,help/c-about-settings-menu/c-about-my-profile-menu.md                                                                 
             ,fb17a99e-d7b4-415e-ba1b-ca194fe41a5d,https://marketing.adobe.com/resources/help/en_US/snp/c_about_page_navigation.html                                     ,https://docs.adobe.com/content/help/en/search-promote/using/design/c-about-page-navigation.html                                                                                                       ,target-search-and-promote-master/src-migrate/c_about_page_navigation.xml                                                                                                                              ,help/c-about-design-menu/c-about-page-navigation.md                                                                   
x            ,a58c03bf-90f7-4b5b-91ff-988b95c246b0,https://marketing.adobe.com/resources/help/en_US/snp/c_about_passwords.html                                           ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-crawling-menu.html#concept_3EDBD731725D46B891F834D4472774DC,c_about_passwords.xml                                                                                                                                                                                 ,help/c-about-settings-menu/c-about-crawling-menu.md                                                                   
x            ,072111fc-a32b-4acb-8337-cb21bcdb5542,https://marketing.adobe.com/resources/help/en_US/snp/c_about_pinned_results_keyword_manager.html                      ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-searching-menu.html#concept_0C5F152C029C485D8872C6795CBCD7C7,c_about_pinned_results_keyword_manager.xml                                                                                                                                                            ,help/c-about-settings-menu/c-about-searching-menu.md                                                                  
             ,312d1e4a-f5b6-4629-8645-17e6f6c09fc4,https://marketing.adobe.com/resources/help/en_US/snp/c_about_post-search_rules.html                                   ,https://docs.adobe.com/content/help/en/search-promote/using/rules/c-about-post-search-rules.html                                                                                                      ,target-search-and-promote-master/src-migrate/c_about_post-search_rules.xml                                                                                                                            ,help/c-about-rules-menu/c-about-post-search-rules.md                                                                  
             ,e75f9d9e-e8ca-4184-bf79-b1fdadb5c0fe,https://marketing.adobe.com/resources/help/en_US/snp/c_about_pre-search_rules.html                                    ,https://docs.adobe.com/content/help/en/search-promote/using/rules/c-about-pre-search-rules.html                                                                                                       ,target-search-and-promote-master/src-migrate/c_about_pre-search_rules.xml                                                                                                                             ,help/c-about-rules-menu/c-about-pre-search-rules.md                                                                   
x            ,072111fc-a32b-4acb-8337-cb21bcdb5542,https://marketing.adobe.com/resources/help/en_US/snp/c_about_preview.html                                             ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-searching-menu.html#concept_DF293FD3B02C467F8842C8C21D62F294,c_about_preview.xml                                                                                                                                                                                   ,help/c-about-settings-menu/c-about-searching-menu.md                                                                  
             ,683af81f-f7c0-45f8-9212-e5e7cb82ccca,https://marketing.adobe.com/resources/help/en_US/snp/c_about_query_cleaning_rules.html                                ,https://docs.adobe.com/content/help/en/search-promote/using/rules/c-about-query-cleaning-rules.html                                                                                                   ,target-search-and-promote-master/src-migrate/c_about_query_cleaning_rules.xml                                                                                                                         ,help/c-about-rules-menu/c-about-query-cleaning-rules.md                                                               
             ,dfe18004-b8fd-4889-b01c-72a3b0c82b9c,https://marketing.adobe.com/resources/help/en_US/snp/c_about_query_expansion_overrides.html                           ,https://docs.adobe.com/content/help/en/search-promote/using/linguistics/c-about-query-expansion-overrides.html                                                                                        ,target-search-and-promote-master/src-migrate/c_about_query_expansion_overrides.xml                                                                                                                    ,help/c-about-linguistics-menu/c-about-query-expansion-overrides.md                                                    
x            ,21962f9a-1d9c-442f-a6c4-5f452436c640,https://marketing.adobe.com/resources/help/en_US/snp/c_about_ranking_documents_by_age.html                            ,https://docs.adobe.com/content/help/en/search-promote/using/rules/c-about-ranking-rules.html#topic_770815CF1B2A491F83FF765871B6F1B8,c_about_ranking_documents_by_age.xml                                                                                                                                                                  ,help/c-about-rules-menu/c-about-ranking-rules.md                                                                      
             ,21962f9a-1d9c-442f-a6c4-5f452436c640,https://marketing.adobe.com/resources/help/en_US/snp/c_about_ranking_rules.html                                       ,https://docs.adobe.com/content/help/en/search-promote/using/rules/c-about-ranking-rules.html                                                                                                          ,target-search-and-promote-master/src-migrate/c_about_ranking_rules.xml                                                                                                                                ,help/c-about-rules-menu/c-about-ranking-rules.md                                                                      
             ,5c2a4c12-5e06-4fcc-897c-c12fcc5d7aa8,https://marketing.adobe.com/resources/help/en_US/snp/c_about_re-rank_index.html                                       ,https://docs.adobe.com/content/help/en/search-promote/using/index/c-about-re-rank-index.html                                                                                                          ,target-search-and-promote-master/src-migrate/c_about_re-rank_index.xml                                                                                                                                ,help/c-about-index-menu/c-about-re-rank-index.md                                                                      
             ,9d1f1d88-0453-4422-a625-a348febbf224,https://marketing.adobe.com/resources/help/en_US/snp/c_about_regenerate_index.html                                    ,https://docs.adobe.com/content/help/en/search-promote/using/index/c-about-regenerate-index.html                                                                                                       ,target-search-and-promote-master/src-migrate/c_about_regenerate_index.xml                                                                                                                             ,help/c-about-index-menu/c-about-regenerate-index.md                                                                   
             ,20e230c6-5c1a-4bf4-bff3-b8236d14ab21,https://marketing.adobe.com/resources/help/en_US/snp/c_about_remote_control_for_indexing.html                         ,https://docs.adobe.com/content/help/en/search-promote/using/index/c-about-remote-control-for-indexing.html                                                                                            ,target-search-and-promote-master/src-migrate/c_about_remote_control_for_indexing.xml                                                                                                                  ,help/c-about-index-menu/c-about-remote-control-for-indexing.md                                                        
             ,3ea856d7-dc07-455f-8dc7-c7f7f56355d7,https://marketing.adobe.com/resources/help/en_US/snp/c_about_reports_menu.html                                        ,https://docs.adobe.com/content/help/en/search-promote/using/reports/c-about-reports-menu.html                                                                                                         ,target-search-and-promote-master/src-migrate/c_about_reports_menu.xml                                                                                                                                 ,help/c-about-reports-menu/c-about-reports-menu.md                                                                     
x            ,072111fc-a32b-4acb-8337-cb21bcdb5542,https://marketing.adobe.com/resources/help/en_US/snp/c_about_restrictions.html                                        ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-searching-menu.html#concept_B5B527E04EBF4E9AB5956EEF881DDBF1,c_about_restrictions.xml                                                                                                                                                                              ,help/c-about-settings-menu/c-about-searching-menu.md                                                                  
             ,77ee84dd-fdba-4d34-ae8e-2fe786599800,https://marketing.adobe.com/resources/help/en_US/snp/c_about_rewrite_rules_menu.html                                  ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-rewrite-rules-menu.html                                                                                                  ,target-search-and-promote-master/src-migrate/c_about_rewrite_rules_menu.xml                                                                                                                           ,help/c-about-settings-menu/c-about-rewrite-rules-menu.md                                                              
             ,abed878a-71b3-4122-9822-7410f4427a9a,https://marketing.adobe.com/resources/help/en_US/snp/c_about_rollback_for_indexes.html                                ,https://docs.adobe.com/content/help/en/search-promote/using/index/c-about-rollback-for-indexes.html                                                                                                   ,target-search-and-promote-master/src-migrate/c_about_rollback_for_indexes.xml                                                                                                                         ,help/c-about-index-menu/c-about-rollback-for-indexes.md                                                               
x            ,5536edf1-d3a4-47af-a307-6e46f385f738,https://marketing.adobe.com/resources/help/en_US/snp/c_about_saint_classification_feeds.html                          ,https://docs.adobe.com/content/help/en/search-promote/using/settings/c-about-adobe-analytics-menu.html#concept_C55609DA24914BBC92CD90ED0259199D,c_about_saint_classification_feeds.xml                                                                                                                                                                ,help/c-about-settings-menu/c-about-adobe-analytics-menu.md                                                            
